Molecule ChEMBL ID,Standard Value,Smiles,Source Description,Assay Description,Assay Type,Assay Organism,Assay Tissue Name,Document Journal,Document Year,Target Name,Standard Type,Standard Units,pChEMBL Value,Molecular Weight,AlogP
CHEMBL344724,794.33,CC(C)(C)n1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,Scientific Literature,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2009.0,Adenosine A2a receptor,Ki,nM,6.1,450.89,4.79
CHEMBL357663,549.54,COc1ccc(NC(=O)Nc2nc3nn(C(C)(C)C)cc3c3nc(-c4ccco4)nn23)cc1,Scientific Literature,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2009.0,Adenosine A2a receptor,Ki,nM,6.26,446.47,4.14
CHEMBL165560,100.0,CCCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1,Scientific Literature,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2009.0,Adenosine A2a receptor,Ki,nM,7.0,432.44,3.8
CHEMBL164281,199.53,Cn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1,Scientific Literature,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2009.0,Adenosine A2a receptor,Ki,nM,6.7,408.81,3.57
CHEMBL348925,100.0,Cn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1,Scientific Literature,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2009.0,Adenosine A2a receptor,Ki,nM,7.0,453.26,3.68
CHEMBL576018,38.7,CCCn1cc2c(nc(NC(=O)Cc3cccc4ccccc34)n3nc(-c4ccco4)nc23)n1,Scientific Literature,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2009.0,Adenosine A2a receptor,Ki,nM,7.41,451.49,4.48
CHEMBL576369,31.3,Cn1cc2c(nc(NC(=O)Cc3ccsc3)n3nc(-c4ccco4)nc23)n1,Scientific Literature,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2009.0,Adenosine A2a receptor,Ki,nM,7.5,379.41,2.51
CHEMBL415118,440.0,CN(C)C(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,Scientific Literature,Receptor binding affinity for the adenosine A2A receptor were determined using [3H]ZM-241385 as a radioligand in pig,B,Sus scrofa,,Bioorg Med Chem Lett,2002.0,Adenosine A2a receptor,Ki,nM,6.36,404.39,-2.09
CHEMBL2030688,15.14,CCc1cc2c(=O)c(-c3nc(C)cs3)coc2cc1OCC(=O)OC(C)C,Scientific Literature,Displacement of [3H]ZM241385 from human A2A receptor expressed in HEK293 cells after 1 hr by liquid scintillation counting,B,Homo sapiens,,J Med Chem,2012.0,Adenosine A2a receptor,Ki,nM,7.82,387.46,4.12
CHEMBL137879,1.9,CCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,Scientific Literature,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells,B,Homo sapiens,,J Med Chem,1999.0,Adenosine A2a receptor,Ki,nM,8.72,269.27,1.34
CHEMBL1170129,92.0,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(S(C)(=O)=O)cc3)sc12,Scientific Literature,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,Homo sapiens,,Bioorg Med Chem Lett,2010.0,Adenosine A2a receptor,Ki,nM,7.04,447.54,3.33
CHEMBL1172275,77.0,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(-n4ccnc4)cc3)sc12,Scientific Literature,Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting,B,Homo sapiens,,Bioorg Med Chem Lett,2010.0,Adenosine A2a receptor,Ki,nM,7.11,435.51,4.12
CHEMBL600992,9100.0,CCc1nc2sc(C(=O)c3cccc(Cl)c3)c(N)c2cc1C,Scientific Literature,Inhibition of human adenosine 2A receptor,B,Homo sapiens,,J Med Chem,2010.0,Adenosine A2a receptor,Ki,nM,5.04,330.84,4.63
CHEMBL605584,100000.0,Cc1ccccc1NC(=O)CSCc1nc(N)nc(Nc2ccccc2C)n1,Scientific Literature,Inhibition of human adenosine 2A receptor,B,Homo sapiens,,J Med Chem,2010.0,Adenosine A2a receptor,Ki,nM,,394.5,3.69
CHEMBL600818,100000.0,Nc1ncnc2sc3c(c12)CCN(C(=O)CN1CSCC1=O)C3,Scientific Literature,Inhibition of human adenosine 2A receptor,B,Homo sapiens,,J Med Chem,2010.0,Adenosine A2a receptor,Ki,nM,,349.44,0.69
CHEMBL601874,100000.0,Cc1cc2oc(N)c(C=O)c(=O)c2cc1C,Scientific Literature,Inhibition of human adenosine 2A receptor,B,Homo sapiens,,J Med Chem,2010.0,Adenosine A2a receptor,Ki,nM,,217.22,1.8
CHEMBL603614,702.0,Nc1nc(N[C@H](CO)Cc2ccccc2)nc2c1ncn2[C@@H]1C[C@H](n2cccn2)[C@@H](O)[C@H]1O,Scientific Literature,"Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in Sf21 cells co-expressing GalphaS2, beta4, gamma2",B,Homo sapiens,,Bioorg Med Chem Lett,2010.0,Adenosine A2a receptor,Ki,nM,6.15,450.5,0.53
CHEMBL2012684,4410.0,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NCC3CC3)nc(Cl)nc21,Scientific Literature,Displacement of [3H]CGS21680 from human recombinant adenosine receptor-2A expressed in HEK293 cell membrane after 60 mins by liquid scintillation counting,B,Homo sapiens,,ACS Med Chem Lett,2011.0,Adenosine A2a receptor,Ki,nM,5.36,335.8,1.21
CHEMBL304726,176.0,C=CCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,Scientific Literature,Displacement of [3H]-SCH- 58261 from human adenosine A2A receptor expressed in CHO cells; range 150-207,B,Homo sapiens,,J Med Chem,2000.0,Adenosine A2a receptor,Ki,nM,6.75,430.43,3.57
CHEMBL2419141,9.6,CCCCn1c(/N=C/c2ccc(Cl)cc2)c(C#N)sc1=S,Scientific Literature,Displacement of [3H]ZM241385 from human A2A receptor expressed in HEK293 cell membranes after 60 mins by scintillation counting,B,Homo sapiens,,Bioorg Med Chem,2013.0,Adenosine A2a receptor,Ki,nM,8.02,335.89,5.35
CHEMBL364786,1000.0,Oc1nc2ccccc2c2nn(-c3ccc(Cl)cc3)cc12,Scientific Literature,Inhibition of [3H]ZM-241385 binding to human adenosine A2a receptor expressed in CHO cells; (n=3 - 6),B,Homo sapiens,,J Med Chem,2005.0,Adenosine A2a receptor,Ki,nM,,295.73,3.93
CHEMBL431770,36.0,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,Scientific Literature,Displacement of [3H]CGS21680 from human adenosine A2A receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2009.0,Adenosine A2a receptor,Ki,nM,7.44,384.44,2.12
CHEMBL186113,46.0,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccccc5)nc43)[C@H](O)[C@@H]2O)n1,Scientific Literature,Inhibition of [3H]ZM-241385 binding to human adenosine A2A receptor expressed in HeLa cells,B,Homo sapiens,,J Med Chem,2004.0,Adenosine A2a receptor,Ki,nM,7.34,482.51,-0.58
CHEMBL360646,270.0,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccc(Cl)cc5)nc43)[C@H](O)[C@@H]2O)n1,Scientific Literature,Inhibition of [3H]ZM-241385 binding to human adenosine A2A receptor expressed in HeLa cells,B,Homo sapiens,,J Med Chem,2004.0,Adenosine A2a receptor,Ki,nM,6.57,516.95,0.08
CHEMBL1080512,619.0,c1coc(-c2nc3[nH]ccc3cc2-c2ccncn2)c1,Scientific Literature,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in human HeLa cells after 1 hr by scintillation proximity assay,B,Homo sapiens,,Bioorg Med Chem Lett,2010.0,Adenosine A2a receptor,Ki,nM,6.21,262.27,3.28
CHEMBL285251,4100.0,Nc1nc(NC(=O)/C=C/c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Scientific Literature,Displacement of [3H]NECA from human adenosine A2A receptor in stably transfected CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2004.0,Adenosine A2a receptor,Ki,nM,5.39,412.41,-0.33
CHEMBL36320,1940.0,Nc1nc(NC(=O)CCCC2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Scientific Literature,Displacement of [3H]NECA from human adenosine A2A receptor in stably transfected CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2004.0,Adenosine A2a receptor,Ki,nM,5.71,434.5,0.71
CHEMBL36098,2180.0,O=C(CCC1CCCC1)Nc1nc(NC2CCCC2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,Scientific Literature,Displacement of [3H]NECA from human adenosine A2A receptor in stably transfected CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2004.0,Adenosine A2a receptor,Ki,nM,5.66,474.56,1.7
CHEMBL443495,100000.0,CCCCc1c(C)nn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1C,Scientific Literature,Receptor binding affinity for the adenosine A2A receptor were determined using [3H]ZM-241385 as a radioligand in pig,B,Sus scrofa,,Bioorg Med Chem Lett,2002.0,Adenosine A2a receptor,Ki,nM,,417.47,0.17
CHEMBL343256,10000.0,Cc1cn2c(NC(=O)C3CCCCC3)nc(-c3ccccc3)nc2n1,Scientific Literature,Displacement of [3H]- CGS-21680 from Adenosine A2a receptor in bovine striatal membranes.,B,Bos taurus,,J Med Chem,2002.0,Adenosine A2a receptor,Ki,nM,,335.41,3.62
CHEMBL275149,642.0,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)N(Cc4ccccc4)Cc4ccccc4)cc3)[nH]c2n(CCC)c1=O,Scientific Literature,Antagonist activity against recombinant human adenosine A2A receptor expressed in HEK293 cells in presence of [125I]iodo-ZM-241385 radioligand.,F,,,J Med Chem,2000.0,Adenosine A2a receptor,Ki,nM,6.19,565.67,4.98
CHEMBL544678,10.0,CCNc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C.Cl,Scientific Literature,Displacement of [3H]- SCH-58261 binding at human Adenosine A2A receptor expressed in CHO cells,B,,,J Med Chem,2003.0,Adenosine A2a receptor,Ki,nM,8.0,334.77,1.28
CHEMBL5183720,5050.0,COc1cc(CCNc2nc(OCC(C)C)nc3c2ncn3[C@H]2[C@H](O)[C@H](O)[C@@H]3C[C@@H]32)ccc1O,Scientific Literature,Displacement of [3H]-2-p-2-(carboxyethyl)phenyl-ethylamino-5'-N-ethylcarboxamidoadenosine from human A2A receptor stably expressed in HEK293 cell membrane by radioligand inhibition assay,B,Homo sapiens,,Eur J Med Chem,2022.0,Adenosine A2a receptor,Ki,nM,5.3,469.54,2.14
CHEMBL405028,92.0,O=C(c1ccccc1)c1nc(C(F)(F)F)nc2ccsc12,Scientific Literature,Binding affinity to human adenosine A2A receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2008.0,Adenosine A2a receptor,Ki,nM,7.04,308.28,3.94
CHEMBL144972,348.0,Nc1nc2nn(CCc3cc(Br)c(Br)cc3Br)cc2c2nc(-c3ccco3)nn12,Scientific Literature,Displacement of [3H]-SCH- 58261 from human adenosine A2A receptor expressed in CHO cells; range 267-453,B,Homo sapiens,,J Med Chem,2000.0,Adenosine A2a receptor,Ki,nM,6.46,582.05,4.85
CHEMBL605034,1533.0,CNC(=O)[C@H]1OC(n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@](C)(O)[C@@H]1O,Scientific Literature,Inhibitory activity at Adenosine A2A receptor by inhibition of [3H]-CGS- 21680 binding to bovine striatal membranes.,B,Bos taurus,,J Med Chem,1998.0,Adenosine A2a receptor,Ki,nM,5.81,524.32,0.8
CHEMBL147913,10000.0,Cc1cn2c(NCC3CCCCC3)nc(-c3ccccc3)nc2n1,Scientific Literature,Displacement of [3H]- CGS-21680 from Adenosine A2a receptor in bovine striatal membranes.,B,Bos taurus,,J Med Chem,2002.0,Adenosine A2a receptor,Ki,nM,,321.43,4.09
CHEMBL284969,580.0,OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,Scientific Literature,Inhibitory activity at Adenosine A2A receptor by inhibition of [3H]-CGS- 21680 binding to bovine striatal membranes.,B,Bos taurus,,J Med Chem,1998.0,Adenosine A2a receptor,Ki,nM,6.24,369.81,0.45
CHEMBL97344,10000.0,Cc1ccc2ccc(-c3ccccc3)nc2n1,Scientific Literature,Ability to displace the specific binding of [3H]-CGS- to adenosine A2A receptor form bovine brain striatal membranes,B,Bos taurus,Brain,J Med Chem,2000.0,Adenosine A2a receptor,Ki,nM,,220.28,3.61
CHEMBL287321,22500.0,Nc1ncnc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(CO)C[C@H]12,Scientific Literature,Displacement of [3H]-CGS- 21680 from human adenosine A2A receptor expressed in HEK cells.,B,Homo sapiens,,J Med Chem,2000.0,Adenosine A2a receptor,Ki,nM,4.65,277.28,-1.32
CHEMBL278039,5140.0,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccc(I)cc4)cc3)[nH]c2n(CCC)c1=O,Scientific Literature,Antagonist activity against recombinant human adenosine A2A receptor expressed in HEK293 cells in presence of [125I]iodo-ZM-241385 radioligand.,F,,,J Med Chem,2000.0,Adenosine A2a receptor,Ki,nM,5.29,587.42,4.0
CHEMBL81616,23.0,CC(=O)NCCNc1[nH]c(-c2ccccc2)nc2nc(C)c(C)c1-2,Scientific Literature,Inhibitory activity against binding of the [3H]CGS-21680 to human A2a receptor (hA2a) radioligands using competition binding assay,B,Homo sapiens,,Bioorg Med Chem Lett,1999.0,Adenosine A2a receptor,Ki,nM,7.64,323.4,2.74
CHEMBL274274,6.5,Nc1nc2c(NCc3ccccc3)cccc2n2c(=O)n(-c3ccccc3)nc12,Scientific Literature,Binding affinity to human adenosine A2A receptor,B,Homo sapiens,,J Med Chem,2008.0,Adenosine A2a receptor,Ki,nM,8.19,382.43,3.23
CHEMBL188897,20.6,Nc1nc(N2CCN(Cc3ccccc3)CC2)nc2nc(-c3ccco3)nn12,Scientific Literature,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in HEK293 cells by scintillation counting,B,Homo sapiens,,J Med Chem,2011.0,Adenosine A2a receptor,Ki,nM,7.69,376.42,1.68
CHEMBL1927437,66.2,COC(=O)CCC(=O)N1CCN(c2nc(N)n3nc(-c4ccco4)nc3n2)CC1,Scientific Literature,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in HEK293 cells by scintillation counting,B,Homo sapiens,,J Med Chem,2011.0,Adenosine A2a receptor,Ki,nM,7.18,400.4,-0.04
CHEMBL16687,0.35,Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,Scientific Literature,Binding affinity against Q89D human adenosine A2A receptor expressed in CHO cells using [3H]- ZM-241385 ,B,Homo sapiens,,J Med Chem,2003.0,Adenosine A2a receptor,Ki,nM,9.46,285.69,2.77
CHEMBL1955905,1000.0,CCCn1c(=O)c2[nH]c(-c3cc(OCc4nc5cc(C(=O)O)ccc5[nH]4)nn3C)nc2n(CCC)c1=O,Scientific Literature,Displacement of [3H]ZM241385 from human recombinant adenosine A2A receptor expressed in CHO cells after 120 mins by scintillation counting,B,Homo sapiens,,J Med Chem,2012.0,Adenosine A2a receptor,Ki,nM,,506.52,2.26
CHEMBL17003,1640.0,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)Nc4ccc(Br)cc4)cc3)[nH]c2n(CCC)c1=O,Scientific Literature,Antagonist activity against recombinant human adenosine A2A receptor expressed in HEK293 cells in presence of [125I]iodo-ZM-241385 radioligand.,F,,,J Med Chem,2000.0,Adenosine A2a receptor,Ki,nM,5.79,540.42,4.15
CHEMBL352192,376.0,CCCCn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,Scientific Literature,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 332-426,B,Homo sapiens,,J Med Chem,2002.0,Adenosine A2a receptor,Ki,nM,6.42,460.45,3.91
CHEMBL163968,400.0,CCCCn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1,Scientific Literature,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 312-515,B,Homo sapiens,,J Med Chem,2002.0,Adenosine A2a receptor,Ki,nM,6.4,415.46,3.72
CHEMBL341777,40.0,O=C(COc1ccccc1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,Scientific Literature,Displacement of [3H]ZM-241385 from human adenosine A2A receptors expressed in HEK293 cells,B,Homo sapiens,,J Med Chem,2003.0,Adenosine A2a receptor,Ki,nM,7.4,479.5,3.99
CHEMBL1258307,9.0,C=CCOc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,Scientific Literature,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,Homo sapiens,,Bioorg Med Chem Lett,2010.0,Adenosine A2a receptor,Ki,nM,8.05,415.46,3.51
CHEMBL1258526,23.9,Nc1nc2c(cnn2CCCc2ccc(OCCO)cc2)c2nc(-c3ccco3)nn12,Scientific Literature,Displacement of [3H]CGS21680 from human adenosine A2A receptor expressed in HEK293 cells at 10 uM,B,Homo sapiens,,Bioorg Med Chem Lett,2010.0,Adenosine A2a receptor,Ki,nM,7.62,419.45,2.32
CHEMBL1762624,8.7,Nc1nc2c(cnn2CCN2CCC3(CC2)OCCO3)c2nn(Cc3ccccc3)c(=O)n12,Scientific Literature,Antagonist activity against human adenosine A2A receptor,F,Homo sapiens,,Bioorg Med Chem Lett,2011.0,Adenosine A2a receptor,Ki,nM,8.06,450.5,0.71
CHEMBL420705,1800.0,C[C@@H](Cc1ccccc1)Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Scientific Literature,Ability to displace the specific binding of [3H]-CGS- to adenosine A2A receptor form bovine brain striatal membranes,B,Bos taurus,Brain,J Med Chem,2000.0,Adenosine A2a receptor,Ki,nM,5.75,385.42,0.48
CHEMBL260331,1000.0,CCCn1c(=O)c2[nH]c(-c3cc(OCC(=O)Nc4ccc5c(c4)OCO5)nn3C)nc2n(CCC)c1=O,Scientific Literature,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2008.0,Adenosine A2a receptor,Ki,nM,,509.52,1.85
CHEMBL361687,1.5,Nc1nc(NCCN2CCN(c3ccc(F)cc3F)CC2)cc2nc(-c3ccco3)nn12,Scientific Literature,Displacement of [3H]SCH58261 from human adenosine A2A receptor expressed in HEK293 cells,B,Homo sapiens,,Bioorg Med Chem Lett,2009.0,Adenosine A2a receptor,Ki,nM,8.82,440.46,2.48
CHEMBL553449,2.6,Cc1cccc(CNC(=O)c2cc(-c3ccco3)nc(N)n2)c1,Scientific Literature,Displacement of [3H]CGS21680 from human adenosine A2A receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2009.0,Adenosine A2a receptor,Ki,nM,8.59,308.34,2.56
CHEMBL558291,14.0,Nc1nc(C(=O)NCc2ccco2)cc(-c2ccco2)n1,Scientific Literature,Displacement of [3H]CGS21680 from human adenosine A2A receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2009.0,Adenosine A2a receptor,Ki,nM,7.85,284.28,1.84
CHEMBL538949,9.3,Nc1nc(C(=O)NCc2cccc(CO)n2)cc(-c2ccco2)n1,Scientific Literature,Displacement of [3H]CGS21680 from human adenosine A2A receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2009.0,Adenosine A2a receptor,Ki,nM,8.03,325.33,1.14
CHEMBL198959,10000.0,Oc1c2nnnc-2nc2n1CCS2,Scientific Literature,Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells,B,Homo sapiens,,J Med Chem,2005.0,Adenosine A2a receptor,Ki,nM,,195.21,-0.02
CHEMBL3902955,0.5,COc1cccc2c(C(=O)NCc3cccc(COC4CCCC4)n3)nc(N)nc12,Scientific Literature,"Displacement of [3H]5-amino-7-[2- phenethyl]-2-(furan-2-yl)-7H-pyrazolo[4,3-e][l,2,4]triazolo[l,5-c]pyrimidine from human adenosine A2A receptor expressed in HEK293 cell membranes measured after 1 hr by TopCount scintillation counting method",B,Homo sapiens,,ACS Med Chem Lett,2016.0,Adenosine A2a receptor,Ki,nM,9.3,407.47,3.0
CHEMBL3971217,4.6,COc1cccc2c(C(=O)NCc3cccc(CO)n3)nc(N)nc12,Scientific Literature,"Displacement of [3H]5-amino-7-[2- phenethyl]-2-(furan-2-yl)-7H-pyrazolo[4,3-e][l,2,4]triazolo[l,5-c]pyrimidine from human adenosine A2A receptor expressed in HEK293 cell membranes measured after 1 hr by TopCount scintillation counting method",B,Homo sapiens,,ACS Med Chem Lett,2016.0,Adenosine A2a receptor,Ki,nM,8.34,339.36,1.04
CHEMBL196259,4.7,Cn1c(-n2nccn2)nc2c(N)nc(CCc3ccccc3)nc21,Scientific Literature,Binding affinity towards human Adenosine A2a receptor expressed in HEK293 cells using 6 nM [3H]CGS-21680,B,Homo sapiens,,J Med Chem,2005.0,Adenosine A2a receptor,Ki,nM,8.33,320.36,1.31
CHEMBL195140,2020.0,N#Cc1cccc(-c2nc(Nc3ccccn3)sc2-n2cncn2)c1,Scientific Literature,"Displacement of [3H]ZM-241,385 from human adenosine A2a receptors transfected in HEK 293 cells",B,Homo sapiens,,Bioorg Med Chem Lett,2005.0,Adenosine A2a receptor,Ki,nM,5.7,345.39,3.4
CHEMBL408186,1000.0,CCCn1c(=O)c2[nH]c(-c3cc(NC(=O)Cc4ccc(OC)c(OC)c4)nn3C)nc2n(CCC)c1=O,Scientific Literature,Displacement of [3H]ZM-241385 from human adenosine A2a receptor expressed in HEK cells,B,Homo sapiens,,J Med Chem,2006.0,Adenosine A2a receptor,Ki,nM,,509.57,2.31
CHEMBL209217,570.0,CCCn1c(=O)c2nc(-c3cnn(CCc4ccccc4)c3)[nH]c2n(CCC)c1=O,Scientific Literature,Displacement of [3H]ZM-241385 from human adenosine A2a receptor expressed in HEK cells,B,Homo sapiens,,J Med Chem,2006.0,Adenosine A2a receptor,Ki,nM,6.24,406.49,2.81
CHEMBL316824,5160.0,Oc1nc2ccc(Cl)cc2n2nc(-c3ccco3)nc12,Scientific Literature,Displacement of [3H]CGS 21680 from adenosine A2A receptor in bovine striatal membranes,B,Bos taurus,Striatum,J Med Chem,2005.0,Adenosine A2a receptor,Ki,nM,5.29,286.68,2.9
CHEMBL409711,25.5,Cc1cc(C)n(-c2cc(NC(=O)CN3CCN(C)CC3)nc(-c3ccccn3)n2)n1,Scientific Literature,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in HEK293 cells,B,Homo sapiens,,J Med Chem,2008.0,Adenosine A2a receptor,Ki,nM,7.59,406.49,1.53
CHEMBL2012683,3700.0,CCC(CC)Nc1nc(Cl)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@@H]2C[C@@H]21,Scientific Literature,Displacement of [3H]CGS21680 from human recombinant adenosine receptor-2A expressed in HEK293 cell membrane after 60 mins by liquid scintillation counting,B,Homo sapiens,,ACS Med Chem Lett,2011.0,Adenosine A2a receptor,Ki,nM,5.43,351.84,1.99
CHEMBL246261,0.4,Nc1nc2c(ncn2CCN2CCN(c3cccc(Cl)c3)CC2)c2nc(-c3ccco3)nn12,Scientific Literature,Antagonist activity at human adenosine A2A receptor,F,Homo sapiens,,Bioorg Med Chem Lett,2007.0,Adenosine A2a receptor,Ki,nM,9.4,463.93,2.79
CHEMBL407711,1000.0,Cc1cc(C)n(-c2nc(NC(=O)CN3CCN(C)CC3)cc(-c3cnco3)n2)n1,Scientific Literature,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in HEK293 cells,B,Homo sapiens,,J Med Chem,2008.0,Adenosine A2a receptor,Ki,nM,6.0,396.46,1.12
CHEMBL354321,40.0,COc1cccc(-c2n[nH]c(Cc3ccc(Cl)c(Cl)c3)n2)c1,Scientific Literature,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,,,Bioorg Med Chem Lett,2004.0,Adenosine A2a receptor,Ki,nM,7.4,334.21,4.38
CHEMBL183,337.0,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,Scientific Literature,Displacement of [3H]NECA from human A2A adenosine receptor expressed in CHO cell membrane,B,Homo sapiens,,J Med Chem,2012.0,Adenosine A2a receptor,Ki,nM,6.47,304.39,2.36
CHEMBL2030707,10000.0,O=c1c(-c2ccccc2)nnc2n(-c3ccccc3)c3ccc(Cl)cc3n12,Scientific Literature,Displacement of [3H]NECA from human A2A adenosine receptor expressed in CHO cell membrane,B,Homo sapiens,,J Med Chem,2012.0,Adenosine A2a receptor,Ki,nM,,372.82,4.35
CHEMBL200732,223.0,CNC(=O)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,Scientific Literature,Binding affinity for human adenosine A2A receptor in CHO cells using [3H]CGS-21680,B,Homo sapiens,,J Med Chem,2003.0,Adenosine A2a receptor,Ki,nM,6.65,560.81,1.78
CHEMBL431733,5400.0,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,Scientific Literature,Displacement of radioligand from human adenosine A2A receptor expressed in HEK293 cells,B,Homo sapiens,,Bioorg Med Chem Lett,2008.0,Adenosine A2a receptor,Ki,nM,5.27,544.74,1.06
CHEMBL2382438,118.0,O=C(C/C=C/c1ccccc1)Nc1nc2ccccc2c(=O)s1,Scientific Literature,Displacement of [3H]MSX2 from human recombinant adenosine A2A receptor expressed in CHO cells after 30 mins by liquid scintillation counting analysis,B,Homo sapiens,,J Med Chem,2013.0,Adenosine A2a receptor,Ki,nM,6.93,322.39,3.7
CHEMBL1935759,1000.0,COc1ccc(NC(=O)Nc2nc3cnn(CCCc4ccccc4)c3c3nc(-c4ccco4)nn23)cc1,Scientific Literature,Displacement of [3H]-ZM 241385 from human adenosine A2A receptor expressed in CHO cells after 60 mins by liquid scintillation counting,B,Homo sapiens,,Bioorg Med Chem,2012.0,Adenosine A2a receptor,Ki,nM,,508.54,5.02
CHEMBL1935769,1000.0,Cn1ncc2nc(N3CCOCC3)n3nc(-c4ccco4)nc3c21,Scientific Literature,Displacement of [3H]-ZM 241385 from human adenosine A2A receptor expressed in CHO cells after 60 mins by liquid scintillation counting,B,Homo sapiens,,Bioorg Med Chem,2012.0,Adenosine A2a receptor,Ki,nM,,325.33,1.11
